document_id,paragraph_id,doc_str,term_count
03_004_22c_040,9,things challenge participate conversation student able sort pay attention focus distraction stop norms important student like return conversation great student stop interruption keep things say something please stop drumming keep little bit generic unclear mean keep hands middle school students elementary school students much love find sort loopholes teacher say clear easy interpret possible make sense,47
03_004_22c_040,11,say,1
03_004_22c_040,12,please stop singing,3
03_004_22c_040,13,part clear confusion ask question make clear option say stop singing say,15
03_004_22c_040,14,please stop singing,3
03_004_22c_040,15,tone voice angry sort rude sort clear,7
03_004_22c_040,17,redirection effective strategies,3
03_004_22c_040,18,like ignore ignore brush able listen others stuff,6
03_004_22c_040,19,simulation try students pretend student sort feel moment start classroom norms interrupt misbehavior say stop whatever stop,21
03_004_22c_040,21,right take teacher,2
03_004_22c_040,22,today classroom norms,4
03_004_22c_040,23,savannah psst talk rocket club,1
03_004_22c_040,24,coach stop friend,3
03_004_22c_040,25,friend great want say try time,8
03_004_22c_040,26,stop whispering,1
03_004_22c_040,27,common adults use language common sort get right give chance practice simulation get comfortable teacher like something simple please stop work say move go big long discussion like back forth punish anything things great little extra phrase,24
03_004_22c_040,29,questions,1
03_004_22c_040,30,good,1
03_004_22c_040,31,great excited see try strategy help able sort get discussion little bit smoothly next time head simulation thing happen try feedback coaching conversation let know ready start,27
03_004_22c_040,32,ready,1
03_004_22c_040,33,begin,1
03_004_22c_045,1,end simulation time simulation awkward moment go,6
03_004_22c_045,2,nervous,1
03_004_22c_045,3,nervous,1
03_004_22c_045,4,thank,1
03_004_22c_045,5,moment moment like stop turn raise hand say something good good specific today talk things talk get specific succinct statements shorter talk note leave classroom norms involve students process,30
03_004_22c_045,6,mean,1
03_004_22c_045,7,go directions scenario students generate classroom norms,6
03_004_22c_045,9,make sure process real classroom students classroom norms ensure sense belonging commitment classroom norms ideas students ideas,19
03_004_22c_045,10,mmhm,1
03_004_22c_045,11,note give make sure students norms,7
03_004_22c_045,12,mmhm,1
03_004_22c_045,13,model today model redirect behavior say noises please voice class please voice problem voice class,14
03_004_22c_045,14,stop,1
03_004_22c_045,15,stop lower voice stop scenario say please stop please stop drumming please stop acceptable class end clear behavior see stop let practice student couple behaviors use please stop blank make sure clear specific voice please say,38
03_004_22c_045,16,mmhm,1
03_004_22c_045,17,please stop blank,3
03_004_22c_045,19,begins,0
03_004_22c_045,20,please stop drumming,3
03_004_22c_045,21,paper sticky notes,2
03_004_22c_045,22,please stop paper airplanes,2
03_004_22c_045,23,paper airplanes talk paper airplanes,3
03_004_22c_045,24,please stop,1
03_004_22c_045,26,laughs,1
03_004_22c_045,27,great job behavior clear want stop practice simulation let chance try simulation beginning questions,19
03_004_22c_045,28,classroom norms,3
03_004_22c_045,29,students classroom norms,4
03_004_22c_045,31,great question ready get started let know,6
03_004_22c_045,32,ready,1
03_004_22c_045,33,ready fun,2
03_004_22c_045,34,thank,1
03_004_22c_045,35,simulation,1
03_004_22c_047,1,think round classroom norms,5
03_004_22c_047,3,different,1
03_004_22c_047,5,good job establish classroom norms students put oh set timer put input classroom norms important part culture classroom feel voices classroom opinions great way go classroom norms simulation round work,28
03_004_22c_047,6,able redirect task behaviors student superheroes impersonations drumming make sure timely manner students um idea misbehaviors appropriate classroom learning others make sure able behaviors,25
03_004_22c_047,7,cool make sense,4
03_004_22c_047,8,way,1
03_004_22c_047,9,example um rule implement something simple say say stop listening rule share say name direct stop current behavior appropriate class um couple times everyone kind like let say silent let continue things everyone little vague students think drum whistle listen time right student neighbor hey food kind hungry start neighbor food think say right,51
03_004_22c_047,10,sure,1
03_004_22c_047,11,simple name right lunch hungry hungry time eat eat lunchtime eat snack time say stop whatever nail nail fall file nails class say appropriate time find say appropriate time follow nails attention oh attention appropriate time great redirection redirections make sure statements possible state question put nail file bad bad hangnail fix behaviors malicious behaviors rude disrespectful give quick redirection name stop continue classroom norms see important address,63
03_004_22c_047,13,cuz way round address able investment get investment questions students person superheroes second round focus behaviors right,15
03_004_22c_051,1,think,1
03_004_22c_051,3,um people different things,4
03_004_22c_051,4,norms enforce students add anything classroom list important get feedback bring attention,8
03_004_22c_051,5,agree work towards norms appropriate bring students work bring attentions students attention specific timely redirections students students simulation task malicious way little bit extra energy padding try make sure way specific understand direct action want action first way student task desirable make sure try redirect something towards end simulation students beginning good make sure waste students time classroom someone drumming superheroes make sure much time classroom norms possible way ensure students sure try ensure students sure specific redirection um example pay attention respect teacher classmates thanks brain whistling different attention specific redirection say whistling simple stop whistling continue classroom norms way behavior stop pay attention attention name behavior stop name alternative behavior say whistling continue discussion say ethan drum table say stop drumming reach pay attention class specific avoid questions stop say stop drumming put hands lap something questions know give want hear um student next superheroes girl new movie,163
03_004_22c_051,6,stop want say irrelevant stuff,5
03_004_22c_051,7,say def stop superheroes conversations classroom norms way tell stop stop make sure discussion classroom norms superheroes next round simulation focus quick respond misbehaviors students name stop action questions,36
03_004_22c_051,8,directions,1
03_004_22c_051,9,awesome stop video,4
03_004_22c_053,1,think simulation,2
03_004_22c_053,2,hard,1
03_004_22c_053,3,hard,1
03_004_22c_053,5,simulations able give kind idea tasks students elementary school work task behavior see change face see think say make sure able address task behavior possible think important happen avoid interruptions lesson plan instruction,30
03_004_22c_053,6,purpose simulation establish classroom norms students get ideas students ideas minutes able share first norm make sure able stop students take time classroom instruction intent face kind changed redirect students seconds misbehavior try stop,34
03_004_22c_053,7,stop whistling classroom norm share way name stop respectful student recognize respectful tell stop whistling stop superheroes try go norm task student stop tell stop action pretend go start teacher student,38
03_004_22c_053,8,everyone talk classroom rules birthday tomorrow kind birthday want talk classroom rules,16
03_004_22c_053,9,yes applaud able keep students go good breath great name important point steer clear question say talk birthday recess norm share way say ask know kind cupcakes mom make let try switch gears practice,29
03_004_22c_053,10,talk classroom rules stop book,7
03_004_22c_053,11,reading couple chapters book,3
03_004_22c_053,12,reading talk classroom norms read book,8
03_004_22c_053,13,keep reading keep reading say,3
03_004_22c_053,14,please stop book tell classroom rule,5
03_004_22c_053,15,ask say stop book put book want make question stop book classroom norm get right get student let try right start classroom norms,25
03_004_22c_053,16,everyone talk classroom rules begin mouth noises,8
03_004_22c_053,17,stop please name question little bit hard remember try ask question say stop middle get right conversation,19
03_004_22c_053,19,right time get round think stop try hard ask question,13
03_004_22c_053,21,alrighty simulation,1
03_004_22c_061,2,sorry hard laugh,2
03_004_22c_061,3,good job laugh important laugh students good job emotion think,9
03_004_22c_061,4,sure little bit,4
03_004_22c_061,5,something scenario something elementary classrooms elementary classrooms third fourth grade today able kind think timely specific redirections students behavior stops simulation students defiant anything extra energy get,22
03_004_22c_061,7,want applaud cool serious anything challenge,2
03_004_22c_061,8,thank,1
03_004_22c_061,9,thing kind parts feedback scenario first part make sure pretty timely manner students students allow student stop situation many situations real world student pick cue stop want talk kind continue continue like respond behavior specific redirection make sense,41
03_004_22c_061,10,main reason point tell know,4
03_004_22c_061,11,little bit challenge figure simulation um make sure pretty quick get discussion classroom norms long conversation get classroom norms simulation small time valuable classroom think redirect students make sure specific part specific redirection students sure whistling stop um times listen able whistle listen time students say stop whistling put hands lap stop drumming way give specific redirection student sure student name behavior stop look behavior example say stop drumming put hands lap uh,93
03_004_22c_061,12,huh,0
03_004_22c_061,13,superheroes moment direction specific able say classroom norms stop superheroes discussion classroom norms stop superheroes way clear,22
03_004_22c_061,14,kind exact,2
03_004_22c_061,15,elementary students malicious intent anything sarcastic like sure pay attention eyes get cues stop specific possible,14
03_004_22c_061,17,next time say,3
03_004_22c_061,18,please stop whistling classroom norms,6
03_004_22c_061,19,yep thing change take question cuz say,5
03_004_22c_061,21,say stop whistling,5
03_004_22c_061,22,stop whistling,3
03_004_22c_061,23,like stop wait tell tell defiant way anything,9
03_004_22c_061,24,kid way,2
03_004_22c_061,25,make sure things timely fashion give specific redirection stop something,10
03_004_22c_061,26,one's,0
03_004_22c_062,1,go,0
03_004_22c_062,2,chaotic kind practice students,3
03_004_22c_062,3,glad hear,2
03_004_22c_062,5,let dive raise voice like bring tone consistent great job tone cool,11
03_004_22c_062,6,thank,1
03_004_22c_062,7,work specific,3
03_004_22c_062,8,mhm,1
03_004_22c_062,9,hard word specific redirection students repeat,8
03_004_22c_062,11,give example let let close let try quiet want step want step educational experience right,15
03_004_22c_062,13,quiet tricky one teacher kids quiet stop behavior lower voices behavior stop,12
03_004_22c_062,15,say please stop whistling clear behavior clear stop please stop whistling hard ethan certain point superheroes something task please stop classroom norms please stop classrooms norms,26
03_004_22c_062,17,let practice start behaviors look behavior think tell please stop blank ready,16
03_004_22c_062,18,mhm,1
03_004_22c_062,19,man cool air sticky paper mini airplanes,2
03_004_22c_062,20,please stop airplanes go classroom rules first rule team put paper plane think first rule team think first rule,10
03_004_22c_062,21,know airplanes cool,2
03_004_22c_062,22,let stop airplanes talk rules think rule class,8
03_004_22c_062,23,specific behavior let stop rule let stop please stop,12
03_004_22c_062,24,stop,1
03_004_22c_062,25,stop,1
03_004_22c_062,27,let stop let stop means stop,7
03_004_22c_062,28,phrase question,2
03_004_22c_062,30,let stop,3
03_004_22c_062,31,please stop classroom norms careful let stop stop stop say please stop x,15
03_004_22c_062,33,alright practice,2
03_004_22c_062,34,mhm,1
03_004_22c_062,35,alright time simulation,3
03_004_22c_062,37,chance try simulation beginning questions,9
03_004_22c_063,1,hi go,0
03_004_22c_063,2,um third grade lot times students least,6
03_004_22c_063,4,keep cool first day school,3
03_004_22c_063,6,summer whole time patient,1
03_004_22c_063,7,glad typical behaviors elementary classroom tell misbehaviors students name timely manner work today kind recognize give specific redirection students clear idea behavior stop,23
03_004_22c_063,9,things class talk song head whatever discuss classroom rules stop see difference,10
03_004_22c_063,11,give specific direction stop,5
03_004_22c_063,14,mhm,1
03_004_22c_063,15,hoo hoo hoo hear like yes remember rule speak make sure way clear direction stop,14
03_004_22c_063,17,see difference,1
03_004_22c_063,18,yes happen,2
03_004_22c_063,19,great students difference keep head way set clear clear specific direction name student stop way vagueness question opportunity keep whistling anything pretend student task behavior chime give redirection,28
03_004_22c_063,21,talk neighbor birthday tomorrow kind cupcake ask mom get class,9
03_004_22c_063,24,neighbors,0
03_004_22c_063,25,ask kind cupcakes birthday tomorrow,6
03_004_22c_063,26,focus classroom rules interrupting,4
03_004_22c_063,27,able stop talk important student start song humming hmm,8
03_004_22c_063,28,get little stuck know tell distraction people,5
03_004_22c_063,29,mhm say stop put hands lap stop making noise way stop noise hands direction put hands lap noise focus norms way quick redirection student much time learning opportunities students,36
03_004_22c_063,30,alright,1
03_004_22c_063,31,questions,1
03_004_22c_063,33,second round classroom norms minutes think specific action students stop stop humming stop neighbor way specific direction,25
03_004_22c_063,35,turn camera,3
03_004_22c_072,1,funny,0
03_004_22c_072,3,good exchange ah let talk like redirect lot times,9
03_004_22c_072,4,redirect,1
03_004_22c_072,5,lot like job,3
03_004_22c_072,6,pretty calm normal school something similar,4
03_004_22c_072,7,behavior behavior unit students hmm bad,5
03_004_22c_072,8,thing work today work timely specific redirections fast make clear statements something point last impersonation someone question please quiet please quiet problem please quiet,22
03_004_22c_072,9,mean,1
03_004_22c_072,10,want quiet want stop,4
03_004_22c_072,11,big difference,2
03_004_22c_072,12,big difference talk behavior,4
03_004_22c_072,13,stop,1
03_004_22c_072,14,specific behavior person model student bad behavior say behaviors disruptive right calm calm say calm voice calm mellow direct voice please stop drumming make sure say things please stop drumming want make sentence make question make possible clear possible please stop drumming example voices please stop voices,50
03_004_22c_072,17,specific,1
03_004_22c_072,18,let practice student behaviors behaviors practice calm loving voice please stop whatever fill blanks,11
03_004_22c_072,19,say,1
03_004_22c_072,22,look paper airplane,2
03_004_22c_072,23,please stop playing,1
03_004_22c_072,24,talk paper airplane,2
03_004_22c_072,25,know say,3
03_004_22c_072,26,please stop paper airplane,2
03_004_22c_072,27,please stop paper plane,2
03_004_22c_072,28,specific paper plane stop paper plane stop think please stop paper plane please stop desk try time try simulation,17
03_004_22c_072,29,way,1
03_004_22c_072,30,way time much practice start simulation beginning,8
03_004_22c_073,1,start reflect,1
03_004_22c_073,2,know stop like cut,3
03_004_22c_073,3,simulation give practice say first nice job behavior teachers know ignore redirect behavior get task talk today way effective sort keep behavior tell little bit work get student stop task,29
03_004_22c_073,4,kind redirect back topic let know like like let let hear end rule interrupt know rule class let everybody speak,22
03_004_22c_073,5,lot sense idea tell students right thing sort change little bit specific observable ambiguity students keep sort signal like oh leeway wiggle room kind figure teacher hard time come new ways say things keep students find new little ways wiggle sort clear wiggle room redirection give example say something ethan please stop drumming please stop drumming answer question classroom norms,59
03_004_22c_073,7,make sense,3
03_004_22c_073,9,different first simulation,2
03_004_22c_073,10,kind stop whenever say get discussion classmates tell stop second step,11
03_004_22c_073,11,think important first step,4
03_004_22c_073,12,students part rules,2
03_004_22c_073,13,rule year teacher sort part control classroom moment times time boundaries acceptable acceptable perfect last minute practice pretend student like redirect tell,19
03_004_22c_073,15,start classroom norms interrupt practice moment,7
03_004_22c_073,16,classroom norms important,4
03_004_22c_073,17,starts noises,1
03_004_22c_073,18,coach stop singing discussion classroom norms,9
03_004_22c_073,19,great fact question simulation question opportunity students want make sure sort say let try time,20
03_004_22c_073,20,today classroom norms see,4
03_004_22c_073,21,starts noises,1
03_004_22c_073,22,please stop booing let hear let pay attention thank,8
03_004_22c_073,23,excellent great big improvement focus stop worry fine keep next try specific pay attention something observable mouth face open ears something pay attention lots different ways,23
03_004_22c_073,25,little bit much sort practice focus stop,7
03_004_22c_073,27,end coaching session,3
03_004_22c_077,1,right feel good things applaud great tone demeanor students harsh tone positive task behaviors attempt redirect task behavior students go clarity redirection next round specific succinct short redirection students way confusion set success second round difficult time straightforward class straightforward likely student understand redirection want straightforward redirection times talk lunch write lunch remember go ask kind long redirection time classroom norms succinct specific um stop superheroes talk lunch make short way student appropriate time example hear whistle specific succinct,83
03_004_22c_077,2,time whistle time pay attention continue norms classroom,10
03_004_22c_077,3,time whistle time pay attention norm setting make sure behavior like sure focused make sure attention able whistle focus time make specific specific succinct student class book,31
03_004_22c_077,4,time read focus norms,4
03_004_22c_077,5,specific say time read put book get discussion norms pull student make sure address students name say put book time norm share way student conversation um student start redirect tomorrow birthday eat,32
03_004_22c_077,6,share norm something share,4
03_004_22c_077,7,name conversation name stop,2
03_004_22c_077,9,birthday norm like share way name stop conversation questions let try class,14
03_004_22c_077,10,norm classroom,2
03_004_22c_077,11,make sure keep hands continue yep make sure keep things succinct way time norms behaviors students,16
03_004_22c_077,12,talk get track,2
03_004_22c_077,13,round focus like straight point help make work discussion boards,8
03_004_22c_077,15,right,1
03_004_22c_077,17,begin simulation,3
03_2022_004_12c_002,1,feel,1
03_2022_004_12c_002,2,kind nervouse points points know reply,4
03_2022_004_12c_002,3,understandable way kids work little bit today liked teacher moves students answer incorrect students agree disagree increases discourse students teacher move great job work today focus probe students give textual evidence something tweak get textual evidence part students evidence text think important students give textual evidence,49
03_2022_004_12c_002,4,know answer,2
03_2022_004_12c_002,5,right answer wrong answer wrong answers pin move move find correct answer beginning close tweak model model change beginning nervous think nervous good move find find evidence text shift great evidence text tell nervous add evidence texts tell nervous ask textual evidence students expectation great answer textual evidence students kinds answers norm ask expectation,61
03_2022_004_12c_002,6,grades start state able identify find correct answer,7
03_2022_004_12c_002,7,yep help go text help develop skill text let practice student teacher ask first question likely feeling lie detector results practice textual evidence yep,35
03_2022_004_12c_002,8,likely feel lie detector results,9
03_2022_004_12c_002,9,nervous,1
03_2022_004_12c_002,10,think nervous,3
03_2022_004_12c_002,12,apply afterwards,0
03_2022_004_12c_002,13,apply beginning,1
03_2022_004_12c_002,14,sorry,1
03_2022_004_12c_002,15,worries,1
03_2022_004_12c_002,16,ask question,3
03_2022_004_12c_002,17,go,0
03_2022_004_12c_002,18,likely feel lie detector results,9
03_2022_004_12c_002,19,nervous,1
03_2022_004_12c_002,20,textual evidence able tell nervous,7
03_2022_004_12c_002,21,paragraph heart chest think nervous,8
03_2022_004_12c_002,22,good good nervous heart pound,6
03_2022_004_12c_002,23,scene good way questions nervous give evidence beginning make sure textual evidence framing anytime student give claim student nervous calm spy follow student give textual evidence,25
03_2022_004_12c_002,24,single time,2
03_2022_004_12c_002,25,help student develop skills help student answers track thinking go simulation try second time time textual evidence questions,23
03_2022_004_12c_002,26,think,1
03_2022_004_12c_005,1,think first round,2
03_2022_004_12c_005,2,different students real kind awkward way,5
03_2022_004_12c_005,3,lot strong elements engage students thing strong students appropriate answer scoot rug wrong address important make sure students discussion correct understanding right build second round future classrooms scaffold help students misunderstandings students lot information think ask questions students come realizations go think misunderstandings student's share,50
03_2022_004_12c_005,4,repeat time sorry,3
03_2022_004_12c_005,5,responses student wrong misunderstanding,5
03_2022_004_12c_005,6,remember student survey happy remember,4
03_2022_004_12c_005,7,happy happy use go one talk responses say appropriate right follow question little bit text way make text evidence cool elevators buttons next response lie detector text think hands sweaty table new information consider let ask question hands right read frame different way lie detector results paragraph notice different questions,52
03_2022_004_12c_005,8,student information text scroll texts find stuff,5
03_2022_004_12c_005,9,simulation take seconds scroll find paragraph real classroom,6
03_2022_004_12c_005,10,find find,0
03_2022_004_12c_005,11,come realization read hands clammy,5
03_2022_004_12c_005,12,ask let go paragraph let let read,8
03_2022_004_12c_005,13,say,1
03_2022_004_12c_005,14,sorry sure read,3
03_2022_004_12c_005,15,go read read new information ask follow think excited think way kind questions first text evidence consider new text evidence different paragraph answer say go happy say calm calm say,34
03_2022_004_12c_005,16,say let go paragraph let reread group turn someone whoever answer reread say heart rate say heart rate think calm heart races feel calm heart races,25
03_2022_004_12c_005,17,awesome test little bit heart awesome thing want make sure add students answer first time make sure text evidence point new paragraph next round make sure texting students little opportunity dive help clarify misunderstandings,41
03_2022_004_12c_005,18,give minute see paragraph lie detector test,8
03_2022_004_12c_006,1,right teacher feel,3
03_2022_004_12c_006,3,good elements strong example first question students text evidence warrant connection text evidence answer heart leave heart nervous strong understanding text questioning help students make thinking clearer part uncomfortable responding guard,31
03_2022_004_12c_006,4,short answers know build text,5
03_2022_004_12c_006,5,let think student wrong answer questions sure help build right direction excited excited say start new job pivot new question right robust correct sort wrong help students revise misunderstandings something understand excited,38
03_2022_004_12c_006,6,people new jobs go new feel excited expected emotion tell like look like keywords passage show suspenseful,10
03_2022_004_12c_006,7,first thing want want know point part passage first thing ask thing kind students situation text text think excited way little bit insight evidence right text part text words want draw attention signa nervous,38
03_2022_004_12c_006,8,sentence smart able tell kind hide fact beginning kind,9
03_2022_004_12c_006,9,paragraph right lie detector test paragraph useful revise thinking say look paragraph look paragraph,18
03_2022_004_12c_006,10,question,1
03_2022_004_12c_006,11,say look new paragraph,4
03_2022_004_12c_006,12,first step make sure tell incorrect self esteem go,6
03_2022_004_12c_006,13,correct answer question want tell wrong say text evidence say let think lie detector results read paragraph read heart chest hear ask third question text evidence read new text evidence ask excited ask revise answer way able correct misconception questioning practice questions student calm first question ask,65
03_2022_004_12c_006,14,passage state calm,3
03_2022_004_12c_006,15,paragraph relaxed,3
03_2022_004_12c_006,16,able read,2
03_2022_004_12c_006,17,blah blah blah blah blah third question,10
03_2022_004_12c_006,18,heart chest mean calm,5
03_2022_004_12c_006,19,right nervous text say wrong able revise thinking series questions text round go think use text scaffold questions,22
03_2022_004_12c_012_otter_ai,1,feel quality feedback simulation,5
03_2022_004_12c_012_otter_ai,2,good good,3
03_2022_004_12c_012_otter_ai,3,good,1
03_2022_004_12c_012_otter_ai,4,kind nervous good,3
03_2022_004_12c_012_otter_ai,5,thing students important students feel members discussion students lot something additional comments questions thing work lot times extra questions make sure kind ask questions intentional way help ensure students get understanding get ask think students wrong answers simulation question,45
03_2022_004_12c_012_otter_ai,6,um spy,2
03_2022_004_12c_012_otter_ai,7,let go look text help students student intern right,15
03_2022_004_12c_012_otter_ai,8,mmhm,1
03_2022_004_12c_012_otter_ai,9,read tell mind,3
03_2022_004_12c_012_otter_ai,10,loud,0
03_2022_004_12c_012_otter_ai,11,loud head,1
03_2022_004_12c_012_otter_ai,12,paragraph,1
03_2022_004_12c_012_otter_ai,13,paragraph kind important realize student intern right kind leads think heart nervous feeling job help like way part text students something correct use text help understand scaffold help something new let go first kind wrong answer excited want ask text think good job make sure question text evidence think text little piece say heart pounding cool company work cue look recognize excited heart pounding see nervous,80
03_2022_004_12c_012_otter_ai,14,paragraph know cover student intern lie,10
03_2022_004_12c_012_otter_ai,15,use paragraph number think excited paragraph fourteen hands clammy sweat relax look know student first respond ask think text say read paragraph paragraph fourteen think point student direction text see come new conclusion practice real quick student student time calm say,48
03_2022_004_12c_012_otter_ai,16,say calm show calm text,4
03_2022_004_12c_012_otter_ai,17,text twenty,1
03_2022_004_12c_012_otter_ai,18,paragraph fourteen,1
03_2022_004_12c_012_otter_ai,19,excellent yep paragraph read think calm time kind text round use text ask students text evidence text help scaffold misunderstanding need,30
03_2022_004_12c_012_otter_ai,20,mmhm,1
03_2022_004_12c_012_otter_ai,21,thank students begin simulation,5
03_2022_004_12c_014,1,feel quality feedback simulation,5
03_2022_004_12c_014,2,good know throw get nervous,3
03_2022_004_12c_014,3,strengths thing strong first question heart student nervous text experiences great help kind solidify appropriate answer make simulation next round focus students assist misunderstandings probe text evidence help clarify misunderstanding text students simulation student something incorrect,40
03_2022_004_12c_014,4,want caught guard undercover,1
03_2022_004_12c_014,5,option let let go think response first job first question excited think appropriate answer,14
03_2022_004_12c_014,7,tell new job elevator things help see best solution way probe text evidence student ask text first see think beginning paragraph elevator buttons part text want question feelings,27
03_2022_004_12c_014,8,nervous,1
03_2022_004_12c_014,9,text,1
03_2022_004_12c_014,10,sure nervous nervous whole thing,5
03_2022_004_12c_014,11,nervous whole thing question lie detector results paragraph paragraph help clarify misunderstanding text evidence ask read paragraph text evidence right answer ask text evidence say let look paragraph,46
03_2022_004_12c_014,13,text clarify questions texts reading,5
03_2022_004_12c_014,15,let um let pretend student second question daughter say,11
03_2022_004_12c_014,16,oh like textual evidence hint daughter,6
03_2022_004_12c_014,17,know anything text think daughter think daughter,8
03_2022_004_12c_014,18,know reply,1
03_2022_004_12c_014,19,say say let dig text see paragraph tell something go least look cover cover least make sure students text evidence use text evidence support understandings misunderstandings next round think use text evidence questions text evidence follow students correct incorrect,47
03_2022_004_12c_014,20,happen know paragraph,3
03_2022_004_12c_014,21,go minutes take time look,3
03_2022_004_12c_014,22,thank right,2
03_2022_004_12c_022,1,right teacher feel simulation,5
03_2022_004_12c_022,2,nerve,0
03_2022_004_12c_022,3,things engage students lot substantive additional questions students sense text make sense thinking strength build students wrong answers think ask questions scaffold help students recognize misunderstandings students thinkers doers readers class time student something wrong,42
03_2022_004_12c_022,4,name spy,1
03_2022_004_12c_022,5,um know wrong kind students evidence talk little bit students somebody wrong question,16
03_2022_004_12c_022,6,second first,1
03_2022_004_12c_022,7,second one,1
03_2022_004_12c_022,8,second one students reporter evidence paragraph,5
03_2022_004_12c_022,9,wrong answer student intern text student intern anything reading,14
03_2022_004_12c_022,10,right bat student intern,4
03_2022_004_12c_022,11,smart able tell know cover intern lie paragraph important question students student intern recognize know spy undercover know know student intern students misunderstandings go series questions first ask text evidence insight think appropriate first question enhance little bit text read little extra word include time students new student intern think first line right practice next round ask question students right direction text something hey read paragraph student intern right way opportunity go reading reread gather new information text evidence revise way question paragraph let practice scenario question number student calm ask,107
03_2022_004_12c_022,12,text calm,3
03_2022_004_12c_022,13,excellent paragraph,2
03_2022_004_12c_022,14,ask paragraph believe calm paragraph,4
03_2022_004_12c_022,15,paragraph specific paragraph ask read,6
03_2022_004_12c_022,16,let find one heart lie detector test,7
03_2022_004_12c_022,19,ask question,3
03_2022_004_12c_022,20,ask say go read paragraph,6
03_2022_004_12c_022,21,read heart's pounding,4
03_2022_004_12c_022,22,ask relaxed,2
03_2022_004_12c_022,23,excellent time next round kind follow sort questions text evidence read new information idea next round kind scaffolded questions help students recognize mistakes,24
03_2022_004_12c_022,24,go,0
03_2022_004_12c_022,25,right question number first round happen right,8
03_2022_004_12c_025,1,think,1
03_2022_004_12c_025,2,sure bad,2
03_2022_004_12c_025,3,seem nervous great students lot ton questions important thing teachers able come questions pry student thinking similar positive strengthen simple question important text ask students add text think make claim text evidence next round coaching round talk use text help support students reasoning,49
03_2022_004_12c_025,4,ask part passage,2
03_2022_004_12c_025,5,work students ideas text things text passages able give specific evidence text paragraph blah blah blah blah blah right let go think screens excited new job ideas job kind questions relevant want tweak text new job,42
03_2022_004_12c_025,6,want get like much topic know,5
03_2022_004_12c_025,7,great questions everything timing simulation keep related question issue anything know text think new student relaxed calm say,17
03_2022_004_12c_025,8,um part story calm,3
03_2022_004_12c_025,9,paragraph relaxed calm think appropriate answer text evidence,13
03_2022_004_12c_025,10,nervous throttle different parts passage something,4
03_2022_004_12c_025,11,want sort thing excited information text calm wrong answer point text,14
03_2022_004_12c_025,13,questions right,2
03_2022_004_12c_025,14,inaudible,1
03_2022_004_12c_025,15,paragraph paragraph,3
03_2022_004_12c_025,16,relaxed cuz call,1
03_2022_004_12c_025,17,right right results right,4
03_2022_004_12c_025,19,help kind like fix ideas student right paragraph read paragraph calm excited right way ask students text evidence support answers students answer feel correct point read text section text right something learn text evidence students text evidence use text evidence help fix thinking understanding,60
03_2022_004_12c_025,20,ask oh like part passage relaxed word read,7
03_2022_004_12c_025,21,right kind sections questions ask time go excellent next round start question number see,13
03_2022_004_12c_028,1,feel simulation,3
03_2022_004_12c_028,2,know handle students responses,3
03_2022_004_12c_028,3,kind responses think,3
03_2022_004_12c_028,4,um comments expect,2
03_2022_004_12c_028,6,correct responses incorrect curveball,3
03_2022_004_12c_028,7,work coaching round hear credit think think way students understand problem answer important acknowledge something wrong mistake misunderstanding students leave understanding knowledge right answer right track today's focus questions students help revise thinking,37
03_2022_004_12c_028,9,let think wrong answers,6
03_2022_004_12c_028,10,think student suspense,3
03_2022_004_12c_028,11,notes ones right feel right appropriate first response improve little bit words text story way text evidence thing cool company buttons elevator see back nervous part story nervous paragraph head ethan read,32
03_2022_004_12c_028,15,heart chest sure hear right lie detector results kind go bring attention paragraph read paragraph think excited think something way ask text evidence original answer point story point new paragraph read see answer,40
03_2022_004_12c_028,17,go practice,1
03_2022_004_12c_028,18,next paragraph lead correct answer,5
03_2022_004_12c_028,19,excited one,1
03_2022_004_12c_028,20,let say respond correct answer,7
03_2022_004_12c_028,21,say like oh heart pounding excited right say right let read paragraph heart's hands clammy relax good good backup prepared teachers lot backup plans paragraph paragraph help,33
03_2022_004_12c_028,23,go specific question closest lie detector results next round think students wrong answer first ask text evidence maybe ask read paragraph say think excited happy angry right next round excited see text scaffold questions help students revise thinking,48
03_2022_004_12c_028,24,let see,1
03_2022_004_12c_028,25,minutes super fast right start question,7
03_2022_004_12c_028,27,right,1
03_2022_004_12c_035,1,feel first round,2
03_2022_004_12c_035,2,kind funny first fake people pretend real,4
03_2022_004_12c_035,3,great job like authentic natural able respond fake students plus seem uncomfortable work something helpful students questions access thinking sometimes students provide comprehensive answer first time text reading want students respond want include answer,25
03_2022_004_12c_035,4,descriptions,0
03_2022_004_12c_035,5,include claim answer description explain first question nervous nervous claim evidence paragraph hands clammy heart catch breath right students give descriptive details text,20
03_2022_004_12c_035,6,ea,0
03_2022_004_12c_035,7,able ask questions students support detailed text evidence time practice students text find text students explain answer text evidence last simulation nervous nervous story ask similar question provide description text text think nervous see difference questions,44
03_2022_004_12c_035,8,kind little bit,4
03_2022_004_12c_035,9,thing sort right correct excited new job intern give information ask text think excited let practice couple different ways question student question number calm ask next,33
03_2022_004_12c_035,10,calm,1
03_2022_004_12c_035,11,think calm correct make sure little specific part story text sure students recognize evidence description text connection thoughts new job calm ready prepared student use text make sure little line text calm story question number daughter,43
03_2022_004_12c_035,12,text daughter daughter say name know,5
03_2022_004_12c_035,13,worries right practices follow text story paragraph see student responses text evidence next round support students description text evidence,19
