term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,dfidf
errors,1,1.1878036323035077e-05,16.36134412492953,6,NNS,1,{'NNS'},0,error,error,er,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
lack,1,1.1878036323035077e-05,16.36134412492953,4,NN,1,{'NN'},0,lack,lack,lack,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
personalities,1,1.1878036323035077e-05,16.36134412492953,13,NNS,1,{'NNS'},0,person,person,person,1,11.940313597145968,0.00030382477346427403,1.1940313597145968,0.0,1.1940313597145968,11.940313597145968
vocabulary,1,1.1878036323035077e-05,16.36134412492953,10,JJ,1,{'JJ'},0,vocabulari,vocabulari,vocab,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
log,1,1.1878036323035077e-05,16.36134412492953,3,NN,1,{'NN'},0,log,log,log,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
confirm,1,1.1878036323035077e-05,16.36134412492953,7,VB,1,{'VB'},0,confirm,confirm,confirm,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
mouse,1,1.1878036323035077e-05,16.36134412492953,5,NN,1,{'NN'},0,mous,mous,mous,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
deny,1,1.1878036323035077e-05,16.36134412492953,4,VB,1,{'VB'},0,deni,deni,deny,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
avidence,1,1.1878036323035077e-05,16.36134412492953,8,NN,1,{'NN'},0,avid,avid,avid,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
downs,1,1.1878036323035077e-05,16.36134412492953,5,VBZ,1,{'VBZ'},0,down,down,down,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
bodies,1,1.1878036323035077e-05,16.36134412492953,6,NNS,1,{'NNS'},0,bodi,bodi,body,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
blanking,1,1.1878036323035077e-05,16.36134412492953,8,VBG,1,{'VBG'},0,blank,blank,blank,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
conclude,1,1.1878036323035077e-05,16.36134412492953,8,VBP,1,{'VBP'},0,conclud,conclud,conclud,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
various,1,1.1878036323035077e-05,16.36134412492953,7,JJ,1,{'JJ'},0,variou,various,vary,1,11.940313597145968,0.0006076495469285481,2.3880627194291937,0.0,2.3880627194291937,11.940313597145968
exhibiting,1,1.1878036323035077e-05,16.36134412492953,10,VBG,1,{'VBG'},0,exhibit,exhibit,exhibit,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
astudent,1,1.1878036323035077e-05,16.36134412492953,8,JJ,1,{'JJ'},0,astud,astud,astud,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
thorough,1,1.1878036323035077e-05,16.36134412492953,8,JJ,1,{'JJ'},0,thorough,thorough,thorough,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
kindle,1,1.1878036323035077e-05,16.36134412492953,6,NNP,1,{'NNP'},0,kindl,kindl,kindl,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
nearby,1,1.1878036323035077e-05,16.36134412492953,6,RB,1,{'RB'},0,nearbi,nearbi,nearby,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
prevented,1,1.1878036323035077e-05,16.36134412492953,9,VBN,1,{'VBN'},0,prevent,prevent,prev,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
uncertain,1,1.1878036323035077e-05,16.36134412492953,9,JJ,1,{'JJ'},0,uncertain,uncertain,uncertain,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
relieve,1,1.1878036323035077e-05,16.36134412492953,7,VB,1,{'VB'},0,reliev,reliev,reliev,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
plays,1,1.1878036323035077e-05,16.36134412492953,5,NNS,1,{'NNS'},0,play,play,play,1,11.940313597145968,0.0006076495469285481,2.3880627194291937,0.0,2.3880627194291937,11.940313597145968
olivia,1,1.1878036323035077e-05,16.36134412492953,6,NNP,1,{'NNP'},0,olivia,olivia,oliv,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
nee,1,1.1878036323035077e-05,16.36134412492953,3,VBP,1,{'VBP'},0,nee,nee,nee,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
trust,1,1.1878036323035077e-05,16.36134412492953,5,VB,1,{'VB'},0,trust,trust,trust,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
chill,1,1.1878036323035077e-05,16.36134412492953,5,VBN,1,{'VBN'},0,chill,chill,chil,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
account,1,1.1878036323035077e-05,16.36134412492953,7,NN,1,{'NN'},0,account,account,account,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
fidget,1,1.1878036323035077e-05,16.36134412492953,6,VB,1,{'VB'},0,fidget,fidget,fidget,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
summarize,1,1.1878036323035077e-05,16.36134412492953,9,VB,1,{'VB'},0,summar,summar,summ,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
embarrassing,1,1.1878036323035077e-05,16.36134412492953,12,VBG,1,{'VBG'},0,embarrass,embarrass,embarrass,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
males,1,1.1878036323035077e-05,16.36134412492953,5,NNS,1,{'NNS'},0,male,male,mal,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
bound,1,1.1878036323035077e-05,16.36134412492953,5,VBN,1,{'VBN'},0,bound,bound,bound,1,11.940313597145968,0.00043403539066324854,1.7057590853065667,0.0,1.7057590853065667,11.940313597145968
embarrassed,1,1.1878036323035077e-05,16.36134412492953,11,VBN,1,{'VBN'},0,embarrass,embarrass,embarrass,1,11.940313597145968,0.0003797809668303425,1.492539199643246,0.0,1.492539199643246,11.940313597145968
belaboured,1,1.1878036323035077e-05,16.36134412492953,10,VBN,1,{'VBN'},0,belabour,belabour,belabo,1,11.940313597145968,0.0003797809668303425,1.492539199643246,0.0,1.492539199643246,11.940313597145968
woah,1,1.1878036323035077e-05,16.36134412492953,4,JJ,1,{'JJ'},0,woah,woah,woah,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
instances,1,1.1878036323035077e-05,16.36134412492953,9,NNS,1,{'NNS'},0,instanc,instanc,inst,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
positioned,1,1.1878036323035077e-05,16.36134412492953,10,VBN,1,{'VBN'},0,posit,posit,posit,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
ramiq,1,1.1878036323035077e-05,16.36134412492953,5,NNP,1,{'NNP'},0,ramiq,ramiq,ramiq,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
major,1,1.1878036323035077e-05,16.36134412492953,5,JJ,1,{'JJ'},0,major,major,maj,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
strenuous,1,1.1878036323035077e-05,16.36134412492953,9,JJ,1,{'JJ'},0,strenuou,strenuous,strenuous,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
thi,1,1.1878036323035077e-05,16.36134412492953,3,VB,1,{'VB'},0,thi,thi,thi,1,11.940313597145968,0.00043403539066324854,1.7057590853065667,0.0,1.7057590853065667,11.940313597145968
filling,1,1.1878036323035077e-05,16.36134412492953,7,VBG,1,{'VBG'},0,fill,fill,fil,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
weight,1,1.1878036323035077e-05,16.36134412492953,6,VBD,1,{'VBD'},0,weight,weight,weight,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
experiencing,1,1.1878036323035077e-05,16.36134412492953,12,VBG,1,{'VBG'},0,experienc,experienc,expery,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
shortens,1,1.1878036323035077e-05,16.36134412492953,8,VBZ,1,{'VBZ'},0,shorten,shorten,short,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
proof,1,1.1878036323035077e-05,16.36134412492953,5,NN,1,{'NN'},0,proof,proof,proof,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
models,1,1.1878036323035077e-05,16.36134412492953,6,NNS,1,{'NNS'},0,model,model,model,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
throws,1,1.1878036323035077e-05,16.36134412492953,6,VBZ,1,{'VBZ'},0,throw,throw,throws,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
furthermore,1,1.1878036323035077e-05,16.36134412492953,11,RB,1,{'RB'},0,furthermor,furthermor,furtherm,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
positively,1,1.1878036323035077e-05,16.36134412492953,10,RB,1,{'RB'},0,posit,posit,posit,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
luke's,1,1.1878036323035077e-05,16.36134412492953,6,NNP,1,{'NNP'},0,luke',luke,luke's,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
fasle,1,1.1878036323035077e-05,16.36134412492953,5,NN,1,{'NN'},0,fasl,fasl,fasl,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
stern,1,1.1878036323035077e-05,16.36134412492953,5,NN,1,{'NN'},0,stern,stern,stern,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
gloria,1,1.1878036323035077e-05,16.36134412492953,6,NNP,1,{'NNP'},0,gloria,gloria,glor,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
persistency,1,1.1878036323035077e-05,16.36134412492953,11,NN,1,{'NN'},0,persist,persist,persist,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
delayed,1,1.1878036323035077e-05,16.36134412492953,7,VBN,1,{'VBN'},0,delay,delay,delay,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
dragging,1,1.1878036323035077e-05,16.36134412492953,8,VBG,1,{'VBG'},0,drag,drag,drag,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
applied,1,1.1878036323035077e-05,16.36134412492953,7,VBN,1,{'VBN'},0,appli,appli,apply,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
vacation,1,1.1878036323035077e-05,16.36134412492953,8,NN,1,{'NN'},0,vacat,vacat,vac,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
route,1,1.1878036323035077e-05,16.36134412492953,5,VB,1,{'VB'},0,rout,rout,rout,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
summarizing,1,1.1878036323035077e-05,16.36134412492953,11,VBG,1,{'VBG'},0,summar,summar,summ,1,11.940313597145968,0.0003797809668303425,1.492539199643246,0.0,1.492539199643246,11.940313597145968
inappropriately,1,1.1878036323035077e-05,16.36134412492953,15,RB,1,{'RB'},0,inappropri,inappropri,inappropry,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
iskind,1,1.1878036323035077e-05,16.36134412492953,6,NN,1,{'NN'},0,iskind,iskind,iskind,1,11.940313597145968,0.0003797809668303425,1.492539199643246,0.0,1.492539199643246,11.940313597145968
alongside,1,1.1878036323035077e-05,16.36134412492953,9,IN,1,{'IN'},0,alongsid,alongsid,alongsid,1,11.940313597145968,0.00030382477346427403,1.1940313597145968,0.0,1.1940313597145968,11.940313597145968
unfair,1,1.1878036323035077e-05,16.36134412492953,6,NN,1,{'NN'},0,unfair,unfair,unfair,1,11.940313597145968,0.00030382477346427403,1.1940313597145968,0.0,1.1940313597145968,11.940313597145968
otherwise,1,1.1878036323035077e-05,16.36134412492953,9,NN,1,{'NN'},0,otherwis,otherwis,otherw,1,11.940313597145968,0.00030382477346427403,1.1940313597145968,0.0,1.1940313597145968,11.940313597145968
achieves,1,1.1878036323035077e-05,16.36134412492953,8,VBZ,1,{'VBZ'},0,achiev,achiev,achiev,1,11.940313597145968,0.00030382477346427403,1.1940313597145968,0.0,1.1940313597145968,11.940313597145968
huge,1,1.1878036323035077e-05,16.36134412492953,4,JJ,1,{'JJ'},0,huge,huge,hug,1,11.940313597145968,0.0006076495469285481,2.3880627194291937,0.0,2.3880627194291937,11.940313597145968
corrects,1,1.1878036323035077e-05,16.36134412492953,8,VBZ,1,{'VBZ'},0,correct,correct,correct,1,11.940313597145968,0.0006076495469285481,2.3880627194291937,0.0,2.3880627194291937,11.940313597145968
algebra,1,1.1878036323035077e-05,16.36134412492953,7,NN,1,{'NN'},0,algebra,algebra,algebr,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
convinced,1,1.1878036323035077e-05,16.36134412492953,9,VBN,1,{'VBN'},0,convinc,convinc,convint,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
touch,1,1.1878036323035077e-05,16.36134412492953,5,VB,1,{'VB'},0,touch,touch,touch,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
substantial,1,1.1878036323035077e-05,16.36134412492953,11,JJ,1,{'JJ'},0,substanti,substanti,subst,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
logistics,1,1.1878036323035077e-05,16.36134412492953,9,NNS,1,{'NNS'},0,logist,logist,log,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
respecting,1,1.1878036323035077e-05,16.36134412492953,10,VBG,1,{'VBG'},0,respect,respect,respect,1,11.940313597145968,0.0006076495469285481,2.3880627194291937,0.0,2.3880627194291937,11.940313597145968
younger,1,1.1878036323035077e-05,16.36134412492953,7,JJR,1,{'JJR'},0,younger,younger,young,1,11.940313597145968,0.0006076495469285481,2.3880627194291937,0.0,2.3880627194291937,11.940313597145968
envisioning,1,1.1878036323035077e-05,16.36134412492953,11,VBG,1,{'VBG'},0,envis,envis,envid,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
coldcalled,1,1.1878036323035077e-05,16.36134412492953,10,VBD,1,{'VBD'},0,coldcal,coldcal,coldcal,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
compared,1,1.1878036323035077e-05,16.36134412492953,8,VBN,1,{'VBN'},0,compar,compar,comp,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
identities,1,1.1878036323035077e-05,16.36134412492953,10,NNS,1,{'NNS'},0,ident,ident,id,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
digital,1,1.1878036323035077e-05,16.36134412492953,7,JJ,1,{'JJ'},0,digit,digit,digit,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
hoped,1,1.1878036323035077e-05,16.36134412492953,5,VBN,1,{'VBN'},0,hope,hope,hop,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
receiving,1,1.1878036323035077e-05,16.36134412492953,9,VBG,1,{'VBG'},0,receiv,receiv,receiv,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
leg,1,1.1878036323035077e-05,16.36134412492953,3,NN,1,{'NN'},0,leg,leg,leg,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
tripping,1,1.1878036323035077e-05,16.36134412492953,8,NN,1,{'NN'},0,trip,trip,trip,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
serve,1,1.1878036323035077e-05,16.36134412492953,5,VB,1,{'VB'},0,serv,serv,serv,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
recommended,1,1.1878036323035077e-05,16.36134412492953,11,VBN,1,{'VBN'},0,recommend,recommend,recommend,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
highly,1,1.1878036323035077e-05,16.36134412492953,6,RB,1,{'RB'},0,highli,high,high,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
rewards,1,1.1878036323035077e-05,16.36134412492953,7,NNS,1,{'NNS'},0,reward,reward,reward,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
internships,1,1.1878036323035077e-05,16.36134412492953,11,NNS,1,{'NNS'},0,internship,internship,intern,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
markers,1,1.1878036323035077e-05,16.36134412492953,7,NNS,1,{'NNS'},0,marker,marker,mark,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
makers,1,1.1878036323035077e-05,16.36134412492953,6,NNS,1,{'NNS'},0,maker,maker,mak,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
dowm,1,1.1878036323035077e-05,16.36134412492953,4,VB,1,{'VB'},0,dowm,dowm,dowm,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
substantively,1,1.1878036323035077e-05,16.36134412492953,13,RB,1,{'RB'},0,substant,substant,subst,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
reality,1,1.1878036323035077e-05,16.36134412492953,7,NN,1,{'NN'},0,realiti,realiti,real,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
promised,1,1.1878036323035077e-05,16.36134412492953,8,VBD,1,{'VBD'},0,promis,promis,prom,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
empathy,1,1.1878036323035077e-05,16.36134412492953,7,JJ,1,{'JJ'},0,empathi,empathi,empathy,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
wewe,1,1.1878036323035077e-05,16.36134412492953,4,NN,1,{'NN'},0,wew,wew,wew,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
constraints,1,1.1878036323035077e-05,16.36134412492953,11,NNS,1,{'NNS'},0,constraint,constraint,constraint,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
teacjer,1,1.1878036323035077e-05,16.36134412492953,7,NNP,1,{'NNP'},0,teacjer,teacjer,teacs,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
boops,1,1.1878036323035077e-05,16.36134412492953,5,NNS,1,{'NNS'},0,boop,boop,boop,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
systems,1,1.1878036323035077e-05,16.36134412492953,7,NNS,1,{'NNS'},0,system,system,system,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
beeping,1,1.1878036323035077e-05,16.36134412492953,7,VBG,1,{'VBG'},0,beep,beep,beep,1,11.940313597145968,0.0003375830816269711,1.3267015107939963,0.0,1.3267015107939963,11.940313597145968
straw,1,1.1878036323035077e-05,16.36134412492953,5,NN,1,{'NN'},0,straw,straw,straw,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
soup,1,1.1878036323035077e-05,16.36134412492953,4,NN,1,{'NN'},0,soup,soup,soup,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
lord,1,1.1878036323035077e-05,16.36134412492953,4,NNP,1,{'NNP'},0,lord,lord,lord,1,11.940313597145968,0.000759561933660685,2.985078399286492,0.0,2.985078399286492,11.940313597145968
juice,1,1.1878036323035077e-05,16.36134412492953,5,NN,1,{'NN'},0,juic,juic,juic,1,11.940313597145968,0.0002531873112202283,0.9950261330954973,0.0,0.9950261330954973,11.940313597145968
worse,1,1.1878036323035077e-05,16.36134412492953,5,JJR,1,{'JJR'},0,wors,wors,wors,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
causes,1,1.1878036323035077e-05,16.36134412492953,6,VBZ,1,{'VBZ'},0,caus,caus,caus,1,11.940313597145968,0.0002531873112202283,0.9950261330954973,0.0,0.9950261330954973,11.940313597145968
thumb,1,1.1878036323035077e-05,16.36134412492953,5,NN,1,{'NN'},0,thumb,thumb,thumb,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
chain,1,1.1878036323035077e-05,16.36134412492953,5,NN,1,{'NN'},0,chain,chain,chain,1,11.940313597145968,0.00043403539066324854,1.7057590853065667,0.0,1.7057590853065667,11.940313597145968
outlandish,1,1.1878036323035077e-05,16.36134412492953,10,JJ,1,{'JJ'},0,outlandish,outlandish,outland,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
factors,1,1.1878036323035077e-05,16.36134412492953,7,NNS,1,{'NNS'},0,factor,factor,fact,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
rein,1,1.1878036323035077e-05,16.36134412492953,4,VB,1,{'VB'},0,rein,rein,rein,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
variety,1,1.1878036323035077e-05,16.36134412492953,7,NN,1,{'NN'},0,varieti,varieti,vary,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
wide,1,1.1878036323035077e-05,16.36134412492953,4,JJ,1,{'JJ'},0,wide,wide,wid,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
recent,1,1.1878036323035077e-05,16.36134412492953,6,JJ,1,{'JJ'},0,recent,recent,rec,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
fewest,1,1.1878036323035077e-05,16.36134412492953,6,JJS,1,{'JJS'},0,fewest,fewest,fewest,1,11.940313597145968,0.0005063746224404566,1.9900522661909945,0.0,1.9900522661909945,11.940313597145968
accomplish,1,1.1878036323035077e-05,16.36134412492953,10,VB,1,{'VB'},0,accomplish,accomplish,accompl,1,11.940313597145968,0.0003797809668303425,1.492539199643246,0.0,1.492539199643246,11.940313597145968
enact,1,1.1878036323035077e-05,16.36134412492953,5,VB,1,{'VB'},0,enact,enact,enact,1,11.940313597145968,0.0003797809668303425,1.492539199643246,0.0,1.492539199643246,11.940313597145968
lunchroom,1,1.1878036323035077e-05,16.36134412492953,9,NN,1,{'NN'},0,lunchroom,lunchroom,lunchroom,1,11.940313597145968,0.0003797809668303425,1.492539199643246,0.0,1.492539199643246,11.940313597145968
loitering,1,1.1878036323035077e-05,16.36134412492953,9,VBG,1,{'VBG'},0,loiter,loiter,loit,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
lingering,1,1.1878036323035077e-05,16.36134412492953,9,VBG,1,{'VBG'},0,linger,linger,ling,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
knit,1,1.1878036323035077e-05,16.36134412492953,4,VB,1,{'VB'},0,knit,knit,knit,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
secretly,1,1.1878036323035077e-05,16.36134412492953,8,RB,1,{'RB'},0,secretli,secret,secret,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
delight,1,1.1878036323035077e-05,16.36134412492953,7,NN,1,{'NN'},0,delight,delight,delight,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
incredibly,1,1.1878036323035077e-05,16.36134412492953,10,RB,1,{'RB'},0,incred,incred,incred,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
assumed,1,1.1878036323035077e-05,16.36134412492953,7,VBN,1,{'VBN'},0,assum,assum,assum,1,11.940313597145968,0.0006076495469285481,2.3880627194291937,0.0,2.3880627194291937,11.940313597145968
hooks,1,1.1878036323035077e-05,16.36134412492953,5,VBZ,1,{'VBZ'},0,hook,hook,hook,1,11.940313597145968,0.00151912386732137,5.970156798572984,0.0,5.970156798572984,11.940313597145968
abide,1,1.1878036323035077e-05,16.36134412492953,5,VB,1,{'VB'},0,abid,abid,abid,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
cici,1,1.1878036323035077e-05,16.36134412492953,4,NNP,1,{'NNP'},0,cici,cici,cic,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
puffs,1,1.1878036323035077e-05,16.36134412492953,5,NNS,1,{'NNS'},0,puff,puff,puff,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
cheese,1,1.1878036323035077e-05,16.36134412492953,6,JJ,1,{'JJ'},0,chees,chees,chees,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
ch,1,1.1878036323035077e-05,16.36134412492953,2,NNP,1,{'NNP'},0,ch,ch,ch,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
itz,1,1.1878036323035077e-05,16.36134412492953,3,NNP,1,{'NNP'},0,itz,itz,itz,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
cheez,1,1.1878036323035077e-05,16.36134412492953,5,NNP,1,{'NNP'},0,cheez,cheez,cheez,1,11.940313597145968,0.00303824773464274,11.940313597145968,0.0,11.940313597145968,11.940313597145968
billy,1,1.1878036323035077e-05,16.36134412492953,5,NNP,1,{'NNP'},0,billi,billi,bil,1,11.940313597145968,0.0010127492448809131,3.980104532381989,0.0,3.980104532381989,11.940313597145968
